job_id,job_title,company_size,location,state,experience_level,remote_type,salary_min,salary_max,salary_avg,posted_date,requires_sql,requires_python,requires_tableau,requires_excel
JOB_00618,Data Analyst I,Medium (200-1000),CA,CA,Entry,Hybrid,53000,65000,59000,2025-10-01,True,True,False,False
JOB_00619,Senior Data Analyst,Small (50-200),NY,NY,Entry,Hybrid,73000,89000,81000,2025-09-01,True,False,True,True
JOB_00620,Marketing Data Analyst,Medium (200-1000),IL,IL,Mid,Hybrid,96000,118000,107000,2025-09-20,True,True,False,True
JOB_00621,Data Analyst II,Medium (200-1000),OH,OH,Entry,Hybrid,50000,61000,55000,2025-09-26,False,True,True,True
JOB_00622,Operations Analyst,Startup (<50),WA,WA,Entry,Onsite,69000,85000,77000,2025-08-27,False,True,False,True
JOB_00623,Operations Analyst,Small (50-200),TX,TX,Entry,Onsite,58000,72000,65000,2025-08-09,False,False,False,False
JOB_00624,Senior Data Analyst,Startup (<50),NY,NY,Mid,Hybrid,82000,100000,91000,2025-09-21,False,False,False,True
JOB_00625,Senior Data Analyst,Medium (200-1000),MN,MN,Entry,Hybrid,64000,78000,71000,2025-08-12,True,True,False,True
JOB_00626,Senior Data Analyst,Medium (200-1000),NY,NY,Entry,Onsite,71000,87000,79000,2025-08-30,True,True,True,False
JOB_00627,Business Analyst,Medium (200-1000),MD,MD,Senior,Onsite,121000,147000,134000,2025-08-14,True,True,False,True
JOB_00628,Business Analyst,Large (1000-5000),IL,IL,Entry,Onsite,49000,59000,54000,2025-09-24,False,True,True,False
JOB_00629,Data Analyst II,Large (1000-5000),MA,MA,Entry,Hybrid,60000,74000,67000,2025-07-18,True,True,True,False
JOB_00630,Marketing Data Analyst,Medium (200-1000),CA,CA,Senior,Hybrid,119000,145000,132000,2025-08-02,True,True,True,True
JOB_00631,Junior Data Analyst,Startup (<50),AL,AL,Entry,Onsite,52000,64000,58000,2025-10-01,False,True,True,True
JOB_00632,Marketing Data Analyst,Small (50-200),IL,IL,Senior,Hybrid,92000,112000,102000,2025-10-11,False,False,False,True
JOB_00633,Senior Data Analyst,Startup (<50),NY,NY,Mid,Hybrid,76000,94000,85000,2025-08-05,False,True,False,True
JOB_00634,Business Analyst,Startup (<50),OH,OH,Mid,Onsite,41000,51000,46000,2025-08-15,True,True,False,True
JOB_00635,Junior Data Analyst,Startup (<50),NY,NY,Mid,Hybrid,92000,112000,102000,2025-07-18,True,True,True,False
JOB_00636,Senior Data Analyst,Medium (200-1000),WA,WA,Entry,Onsite,67000,81000,74000,2025-07-30,True,False,False,False
JOB_00637,Marketing Data Analyst,Medium (200-1000),AZ,AZ,Mid,Onsite,68000,84000,76000,2025-07-23,True,True,False,True
JOB_00638,Junior Data Analyst,Small (50-200),GA,GA,Mid,Remote,61000,75000,68000,2025-09-29,True,True,True,False
JOB_00639,Data Analyst II,Large (1000-5000),NJ,NJ,Mid,Onsite,97000,119000,108000,2025-08-13,True,False,False,True
JOB_00640,Data Analyst,Small (50-200),NJ,NJ,Mid,Onsite,90000,110000,100000,2025-07-25,True,False,False,True
JOB_00641,Operations Analyst,Small (50-200),MA,MA,Mid,Remote,69000,85000,77000,2025-09-01,True,False,False,True
JOB_00642,Business Intelligence Analyst,Medium (200-1000),NY,NY,Mid,Onsite,73000,89000,81000,2025-09-14,True,True,True,True
JOB_00643,Business Analyst,Small (50-200),NY,NY,Entry,Onsite,67000,81000,74000,2025-07-23,False,True,True,False
JOB_00644,Financial Data Analyst,Small (50-200),MN,MN,Entry,Onsite,59000,73000,66000,2025-07-15,True,False,False,True
JOB_00645,Senior Data Analyst,Small (50-200),MO,MO,Mid,Remote,68000,84000,76000,2025-07-21,True,True,False,True
JOB_00646,Marketing Data Analyst,Medium (200-1000),NY,NY,Mid,Remote,75000,91000,83000,2025-09-28,True,True,False,True
JOB_00647,Data Analyst I,Small (50-200),CT,CT,Mid,Onsite,81000,99000,90000,2025-10-07,True,False,False,True
JOB_00648,Data Analyst,Small (50-200),FL,FL,Mid,Remote,62000,76000,69000,2025-09-04,True,False,False,False
JOB_00649,Financial Data Analyst,Medium (200-1000),CA,CA,Senior,Remote,123000,151000,137000,2025-09-28,True,False,False,False
JOB_00650,Business Analyst,Small (50-200),TX,TX,Senior,Onsite,90000,110000,100000,2025-09-12,False,False,True,True
JOB_00651,Operations Analyst,Large (1000-5000),NH,NH,Senior,Onsite,94000,114000,104000,2025-09-25,True,False,False,True
JOB_00652,Marketing Data Analyst,Small (50-200),CA,CA,Entry,Onsite,50000,61000,55000,2025-08-15,False,False,True,True
JOB_00653,Junior Data Analyst,Enterprise (5000+),CO,CO,Senior,Onsite,85000,103000,94000,2025-07-19,True,True,True,True
JOB_00654,Operations Analyst,Medium (200-1000),CA,CA,Mid,Onsite,83000,101000,92000,2025-08-20,True,False,False,True
JOB_00655,Business Intelligence Analyst,Startup (<50),TX,TX,Mid,Remote,79000,97000,88000,2025-09-23,True,True,True,True
JOB_00656,Marketing Data Analyst,Medium (200-1000),CO,CO,Entry,Onsite,67000,81000,74000,2025-07-21,False,True,True,False
JOB_00657,Business Analyst,Medium (200-1000),PA,PA,Mid,Onsite,69000,85000,77000,2025-08-11,True,True,True,True
JOB_00658,Business Intelligence Analyst,Small (50-200),CO,CO,Mid,Onsite,74000,90000,82000,2025-08-21,True,True,True,True
JOB_00659,Senior Data Analyst,Enterprise (5000+),NY,NY,Mid,Onsite,87000,107000,97000,2025-10-08,True,True,True,True
JOB_00660,Junior Data Analyst,Medium (200-1000),NY,NY,Senior,Onsite,76000,94000,85000,2025-09-15,True,True,True,True
JOB_00661,Financial Data Analyst,Startup (<50),MN,MN,Mid,Hybrid,90000,110000,100000,2025-08-17,True,True,False,True
JOB_00662,Data Analyst II,Small (50-200),VA,VA,Mid,Onsite,66000,80000,73000,2025-08-27,True,True,False,True
JOB_00663,Business Analyst,Medium (200-1000),MA,MA,Mid,Onsite,70000,86000,78000,2025-07-17,True,True,False,True
JOB_00664,Junior Data Analyst,Large (1000-5000),NC,NC,Mid,Remote,64000,78000,71000,2025-08-04,True,True,False,True
JOB_00665,Junior Data Analyst,Small (50-200),IL,IL,Mid,Onsite,89000,109000,99000,2025-10-05,True,True,False,True
JOB_00666,Marketing Data Analyst,Medium (200-1000),MD,MD,Senior,Onsite,116000,142000,129000,2025-09-07,True,False,True,True
JOB_00667,Data Analyst II,Medium (200-1000),MA,MA,Mid,Remote,88000,108000,98000,2025-09-27,True,True,True,False
JOB_00668,Financial Data Analyst,Startup (<50),PA,PA,Mid,Hybrid,67000,81000,74000,2025-10-01,False,True,False,False
JOB_00669,Data Analyst II,Medium (200-1000),CA,CA,Mid,Remote,75000,91000,83000,2025-07-22,True,True,False,False
JOB_00670,Business Intelligence Analyst,Large (1000-5000),OR,OR,Senior,Remote,109000,133000,121000,2025-10-10,True,False,True,True
JOB_00671,Data Analyst,Startup (<50),TX,TX,Senior,Onsite,97000,119000,108000,2025-08-31,True,False,True,True
JOB_00672,Data Analyst II,Startup (<50),LA,LA,Mid,Onsite,65000,79000,72000,2025-09-26,True,True,False,True
JOB_00673,Business Intelligence Analyst,Large (1000-5000),TX,TX,Entry,Onsite,50000,62000,56000,2025-09-16,False,False,False,True
JOB_00674,Business Analyst,Medium (200-1000),CA,CA,Entry,Remote,59000,73000,66000,2025-08-03,True,False,False,False
JOB_00675,Data Analyst II,Startup (<50),TX,TX,Entry,Remote,54000,66000,60000,2025-07-29,True,False,True,True
JOB_00676,Data Analyst II,Small (50-200),TX,TX,Mid,Remote,78000,96000,87000,2025-09-13,True,True,False,False
JOB_00677,Junior Data Analyst,Small (50-200),NY,NY,Entry,Remote,60000,74000,67000,2025-09-24,True,False,False,False
JOB_00678,Business Intelligence Analyst,Small (50-200),NY,NY,Senior,Remote,121000,147000,134000,2025-10-12,True,True,False,False
JOB_00679,Senior Data Analyst,Medium (200-1000),OR,OR,Entry,Remote,60000,74000,67000,2025-09-24,False,False,False,False
JOB_00680,Data Analyst I,Medium (200-1000),MN,MN,Entry,Hybrid,39000,47000,43000,2025-08-04,False,False,False,True
JOB_00681,Senior Data Analyst,Medium (200-1000),CA,CA,Mid,Remote,89000,109000,99000,2025-09-20,True,False,False,True
JOB_00682,Business Analyst,Medium (200-1000),TX,TX,Senior,Remote,86000,106000,96000,2025-07-20,True,True,False,True
JOB_00683,Data Analyst,Medium (200-1000),IL,IL,Mid,Hybrid,79000,97000,88000,2025-09-26,False,False,True,True
JOB_00684,Data Analyst,Enterprise (5000+),TX,TX,Mid,Onsite,73000,89000,81000,2025-08-28,True,True,False,True
JOB_00685,Data Analyst II,Medium (200-1000),NJ,NJ,Mid,Remote,81000,99000,90000,2025-07-29,True,True,False,True
JOB_00686,Junior Data Analyst,Large (1000-5000),MA,MA,Senior,Hybrid,137000,167000,152000,2025-10-10,True,True,False,False
JOB_00687,Data Analyst I,Large (1000-5000),FL,FL,Mid,Hybrid,63000,77000,70000,2025-09-09,True,False,False,True
JOB_00688,Data Analyst,Medium (200-1000),WI,WI,Entry,Hybrid,45000,55000,50000,2025-09-26,True,True,False,False
JOB_00689,Marketing Data Analyst,Medium (200-1000),MA,MA,Mid,Remote,102000,124000,113000,2025-08-06,True,True,False,True
JOB_00690,Business Analyst,Small (50-200),CA,CA,Mid,Remote,74000,90000,82000,2025-10-04,False,True,True,False
JOB_00691,Financial Data Analyst,Small (50-200),NY,NY,Entry,Onsite,52000,64000,58000,2025-08-16,True,False,True,True
JOB_00692,Junior Data Analyst,Startup (<50),FL,FL,Mid,Hybrid,68000,82000,75000,2025-08-08,False,False,False,True
JOB_00693,Business Intelligence Analyst,Small (50-200),WA,WA,Senior,Onsite,91000,111000,101000,2025-09-29,True,False,True,True
JOB_00694,Financial Data Analyst,Small (50-200),NY,NY,Senior,Remote,130000,158000,144000,2025-08-09,True,True,False,False
JOB_00695,Data Analyst II,Medium (200-1000),CA,CA,Senior,Onsite,104000,128000,116000,2025-07-26,True,False,True,True
JOB_00696,Data Analyst,Medium (200-1000),IL,IL,Mid,Remote,81000,99000,90000,2025-07-20,True,False,False,False
JOB_00697,Operations Analyst,Small (50-200),IN,IN,Entry,Remote,50000,62000,56000,2025-09-04,True,False,False,True
JOB_00698,Financial Data Analyst,Small (50-200),MA,MA,Mid,Onsite,77000,95000,86000,2025-07-22,False,False,True,True
JOB_00699,Data Analyst,Enterprise (5000+),MA,MA,Mid,Hybrid,75000,91000,83000,2025-10-05,True,False,False,True
JOB_00700,Financial Data Analyst,Small (50-200),CT,CT,Entry,Remote,75000,91000,83000,2025-08-22,True,False,False,False
JOB_00701,Marketing Data Analyst,Enterprise (5000+),TX,TX,Mid,Onsite,75000,91000,83000,2025-07-17,True,True,True,True
JOB_00702,Business Analyst,Medium (200-1000),CA,CA,Entry,Hybrid,104000,127000,115000,2025-08-11,False,True,True,False
JOB_00703,Financial Data Analyst,Medium (200-1000),MD,MD,Entry,Remote,55000,67000,61000,2025-10-03,True,False,False,True
JOB_00704,Business Analyst,Small (50-200),GA,GA,Entry,Remote,55000,67000,61000,2025-09-01,True,True,True,True
JOB_00705,Business Intelligence Analyst,Startup (<50),MN,MN,Mid,Onsite,61000,75000,68000,2025-09-24,False,False,False,True
JOB_00706,Business Analyst,Small (50-200),VA,VA,Mid,Onsite,79000,97000,88000,2025-09-26,True,True,True,True
JOB_00707,Senior Data Analyst,Medium (200-1000),CA,CA,Entry,Onsite,58000,70000,64000,2025-07-25,True,True,True,True
JOB_00708,Business Intelligence Analyst,Medium (200-1000),TX,TX,Entry,Onsite,58000,70000,64000,2025-08-03,True,True,True,False
JOB_00709,Junior Data Analyst,Medium (200-1000),TN,TN,Entry,Onsite,51000,63000,57000,2025-08-25,True,False,True,False
JOB_00710,Business Intelligence Analyst,Small (50-200),MO,MO,Senior,Onsite,75000,91000,83000,2025-08-06,False,False,True,True
JOB_00711,Senior Data Analyst,Large (1000-5000),TX,TX,Senior,Remote,111000,135000,123000,2025-08-15,True,True,False,True
JOB_00712,Operations Analyst,Startup (<50),UT,UT,Mid,Remote,81000,99000,90000,2025-07-27,True,True,True,True
JOB_00713,Marketing Data Analyst,Large (1000-5000),IL,IL,Entry,Remote,62000,76000,69000,2025-09-30,False,True,True,False
JOB_00714,Business Analyst,Medium (200-1000),CA,CA,Entry,Remote,66000,80000,73000,2025-07-21,True,True,True,False
JOB_00715,Operations Analyst,Medium (200-1000),CA,CA,Senior,Hybrid,114000,140000,127000,2025-09-15,False,True,False,True
JOB_00716,Marketing Data Analyst,Medium (200-1000),NC,NC,Mid,Onsite,50000,61000,55000,2025-08-16,True,False,False,True
JOB_00717,Data Analyst II,Startup (<50),NH,NH,Senior,Onsite,75000,91000,83000,2025-08-21,True,False,False,False
JOB_00718,Junior Data Analyst,Enterprise (5000+),FL,FL,Senior,Onsite,109000,133000,121000,2025-08-15,True,True,True,True
JOB_00719,Marketing Data Analyst,Small (50-200),TX,TX,Mid,Remote,67000,81000,74000,2025-08-20,False,True,False,False
JOB_00720,Business Analyst,Large (1000-5000),IL,IL,Senior,Remote,86000,105000,95000,2025-09-02,True,False,False,True
JOB_00721,Marketing Data Analyst,Small (50-200),WA,WA,Entry,Hybrid,50000,61000,55000,2025-09-02,False,False,False,True
JOB_00722,Senior Data Analyst,Enterprise (5000+),NY,NY,Entry,Hybrid,82000,100000,91000,2025-08-26,True,False,True,True
JOB_00723,Data Analyst I,Enterprise (5000+),TX,TX,Mid,Onsite,72000,88000,80000,2025-07-17,True,True,False,True
JOB_00724,Financial Data Analyst,Small (50-200),NC,NC,Senior,Hybrid,108000,132000,120000,2025-10-04,True,True,True,False
JOB_00725,Business Analyst,Startup (<50),CA,CA,Senior,Onsite,96000,118000,107000,2025-10-02,True,True,True,True
JOB_00726,Business Analyst,Startup (<50),CA,CA,Senior,Remote,165000,201000,183000,2025-08-18,True,False,True,True
JOB_00727,Business Analyst,Medium (200-1000),PA,PA,Mid,Remote,61000,75000,68000,2025-08-26,False,False,True,False
JOB_00728,Data Analyst I,Enterprise (5000+),NY,NY,Mid,Remote,88000,108000,98000,2025-08-02,True,True,True,True
JOB_00729,Data Analyst,Enterprise (5000+),CT,CT,Senior,Remote,79000,97000,88000,2025-07-29,True,False,False,True
JOB_00730,Operations Analyst,Medium (200-1000),CA,CA,Entry,Onsite,56000,68000,62000,2025-08-02,False,True,False,True
JOB_00731,Junior Data Analyst,Medium (200-1000),NY,NY,Mid,Remote,101000,123000,112000,2025-07-19,True,False,False,True
JOB_00732,Business Analyst,Small (50-200),CT,CT,Mid,Hybrid,74000,90000,82000,2025-08-21,False,True,True,True
JOB_00733,Junior Data Analyst,Startup (<50),MN,MN,Mid,Remote,56000,68000,62000,2025-07-19,True,True,False,True
JOB_00734,Marketing Data Analyst,Large (1000-5000),MD,MD,Entry,Hybrid,33000,41000,37000,2025-10-06,True,True,False,True
JOB_00735,Senior Data Analyst,Small (50-200),CT,CT,Mid,Hybrid,82000,100000,91000,2025-07-28,True,True,True,True
JOB_00736,Senior Data Analyst,Medium (200-1000),WA,WA,Entry,Hybrid,66000,80000,73000,2025-08-28,True,False,False,True
JOB_00737,Business Analyst,Medium (200-1000),NY,NY,Mid,Onsite,78000,96000,87000,2025-07-31,True,True,False,True
JOB_00738,Operations Analyst,Enterprise (5000+),IL,IL,Entry,Onsite,56000,68000,62000,2025-09-15,False,False,True,True
JOB_00739,Data Analyst I,Medium (200-1000),NC,NC,Entry,Hybrid,59000,73000,66000,2025-07-20,False,True,True,True
JOB_00740,Financial Data Analyst,Small (50-200),CT,CT,Mid,Hybrid,76000,92000,84000,2025-09-14,True,True,True,True
JOB_00741,Business Analyst,Medium (200-1000),CA,CA,Mid,Hybrid,80000,98000,89000,2025-08-29,False,False,False,True
JOB_00742,Operations Analyst,Large (1000-5000),FL,FL,Entry,Remote,52000,64000,58000,2025-08-26,True,False,True,True
JOB_00743,Business Analyst,Large (1000-5000),CA,CA,Mid,Remote,69000,85000,77000,2025-09-07,False,True,True,False
JOB_00744,Business Intelligence Analyst,Small (50-200),MA,MA,Mid,Onsite,83000,101000,92000,2025-09-14,True,False,False,True
JOB_00745,Marketing Data Analyst,Medium (200-1000),NJ,NJ,Senior,Onsite,85000,103000,94000,2025-08-02,True,False,False,True
JOB_00746,Business Intelligence Analyst,Medium (200-1000),CO,CO,Mid,Onsite,93000,113000,103000,2025-07-26,True,True,True,False
JOB_00747,Operations Analyst,Large (1000-5000),MI,MI,Senior,Remote,105000,129000,117000,2025-10-09,True,False,False,False
JOB_00748,Business Intelligence Analyst,Small (50-200),IL,IL,Mid,Onsite,74000,90000,82000,2025-07-20,True,True,False,False
JOB_00749,Senior Data Analyst,Small (50-200),MD,MD,Mid,Hybrid,57000,69000,63000,2025-10-09,True,True,False,True
JOB_00750,Data Analyst I,Enterprise (5000+),CA,CA,Entry,Remote,75000,91000,83000,2025-09-08,True,False,False,True
JOB_00751,Senior Data Analyst,Small (50-200),AL,AL,Mid,Onsite,68000,82000,75000,2025-08-30,True,True,True,True
JOB_00752,Junior Data Analyst,Small (50-200),MO,MO,Mid,Onsite,65000,79000,72000,2025-10-12,False,True,False,True
JOB_00753,Data Analyst I,Medium (200-1000),UT,UT,Entry,Onsite,42000,52000,47000,2025-09-24,True,True,False,True
JOB_00754,Business Intelligence Analyst,Small (50-200),MO,MO,Entry,Onsite,47000,57000,52000,2025-07-20,True,False,False,False
JOB_00755,Marketing Data Analyst,Small (50-200),TX,TX,Mid,Hybrid,68000,82000,75000,2025-10-04,True,False,False,True
JOB_00756,Data Analyst I,Small (50-200),CO,CO,Senior,Remote,86000,105000,95000,2025-07-23,True,True,False,True
JOB_00757,Data Analyst,Medium (200-1000),CA,CA,Entry,Onsite,59000,73000,66000,2025-10-01,True,False,True,True
JOB_00758,Operations Analyst,Startup (<50),CA,CA,Senior,Onsite,104000,128000,116000,2025-09-15,False,True,True,False
JOB_00759,Marketing Data Analyst,Medium (200-1000),NY,NY,Senior,Onsite,80000,98000,89000,2025-08-20,True,False,True,True
JOB_00760,Financial Data Analyst,Large (1000-5000),CA,CA,Mid,Remote,107000,131000,119000,2025-08-30,True,False,True,False
JOB_00761,Data Analyst I,Small (50-200),TX,TX,Entry,Hybrid,53000,65000,59000,2025-08-26,False,False,False,False
JOB_00762,Senior Data Analyst,Enterprise (5000+),TX,TX,Mid,Remote,77000,95000,86000,2025-09-01,False,True,True,False
JOB_00763,Business Intelligence Analyst,Medium (200-1000),FL,FL,Mid,Remote,71000,87000,79000,2025-07-28,True,False,True,False
JOB_00764,Business Analyst,Enterprise (5000+),NY,NY,Entry,Onsite,67000,81000,74000,2025-10-06,True,True,False,True
JOB_00765,Data Analyst I,Large (1000-5000),CA,CA,Mid,Remote,50000,62000,56000,2025-09-22,True,False,False,False
JOB_00766,Business Intelligence Analyst,Small (50-200),TX,TX,Mid,Hybrid,67000,81000,74000,2025-10-06,True,True,False,True
JOB_00767,Business Analyst,Small (50-200),PA,PA,Senior,Onsite,85000,103000,94000,2025-09-08,True,True,False,True
JOB_00768,Financial Data Analyst,Startup (<50),FL,FL,Mid,Onsite,58000,70000,64000,2025-07-20,True,True,False,True
JOB_00769,Marketing Data Analyst,Small (50-200),CA,CA,Mid,Onsite,68000,84000,76000,2025-08-11,True,True,False,True
JOB_00770,Business Intelligence Analyst,Small (50-200),NJ,NJ,Senior,Remote,122000,150000,136000,2025-08-17,True,True,False,True
JOB_00771,Marketing Data Analyst,Large (1000-5000),IL,IL,Entry,Onsite,62000,76000,69000,2025-09-08,True,False,False,True
JOB_00772,Data Analyst II,Small (50-200),FL,FL,Entry,Onsite,51000,63000,57000,2025-08-08,True,True,True,True
JOB_00773,Business Analyst,Enterprise (5000+),VA,VA,Entry,Remote,64000,78000,71000,2025-08-29,True,True,False,False
JOB_00774,Marketing Data Analyst,Medium (200-1000),OR,OR,Entry,Hybrid,68000,84000,76000,2025-09-28,True,True,False,True
JOB_00775,Senior Data Analyst,Medium (200-1000),IL,IL,Mid,Remote,71000,87000,79000,2025-07-18,True,False,False,True
JOB_00776,Business Intelligence Analyst,Medium (200-1000),TN,TN,Mid,Onsite,64000,78000,71000,2025-08-11,True,True,False,True
JOB_00777,Operations Analyst,Startup (<50),AZ,AZ,Entry,Onsite,41000,51000,46000,2025-07-19,True,True,False,True
JOB_00778,Senior Data Analyst,Startup (<50),CO,CO,Entry,Onsite,50000,61000,55000,2025-10-07,True,True,False,True
JOB_00779,Data Analyst II,Large (1000-5000),CA,CA,Senior,Onsite,136000,166000,151000,2025-08-23,True,False,True,False
JOB_00780,Business Intelligence Analyst,Medium (200-1000),PA,PA,Mid,Onsite,56000,68000,62000,2025-10-05,True,True,True,True
JOB_00781,Data Analyst,Small (50-200),IL,IL,Entry,Onsite,46000,56000,51000,2025-09-16,True,True,True,True
JOB_00782,Senior Data Analyst,Startup (<50),GA,GA,Mid,Remote,78000,96000,87000,2025-09-15,True,False,True,False
JOB_00783,Data Analyst I,Startup (<50),CA,CA,Mid,Onsite,75000,91000,83000,2025-09-10,False,True,True,True
JOB_00784,Senior Data Analyst,Medium (200-1000),MA,MA,Senior,Remote,133000,163000,148000,2025-09-01,True,True,False,True
JOB_00785,Business Analyst,Startup (<50),CA,CA,Entry,Remote,57000,69000,63000,2025-10-12,True,True,False,False
JOB_00786,Financial Data Analyst,Medium (200-1000),WA,WA,Entry,Remote,82000,100000,91000,2025-08-18,True,False,False,True
JOB_00787,Data Analyst I,Medium (200-1000),AL,AL,Entry,Onsite,44000,54000,49000,2025-09-26,True,True,False,True
JOB_00788,Marketing Data Analyst,Small (50-200),CA,CA,Entry,Onsite,92000,112000,102000,2025-08-05,True,True,False,True
JOB_00789,Data Analyst II,Large (1000-5000),IN,IN,Mid,Remote,67000,81000,74000,2025-08-09,True,True,True,True
JOB_00790,Operations Analyst,Medium (200-1000),OH,OH,Senior,Onsite,60000,74000,67000,2025-07-19,True,False,False,True
JOB_00791,Junior Data Analyst,Startup (<50),VA,VA,Senior,Remote,87000,107000,97000,2025-10-03,True,True,False,False
JOB_00792,Marketing Data Analyst,Startup (<50),NC,NC,Mid,Hybrid,60000,74000,67000,2025-10-07,True,True,True,True
JOB_00793,Marketing Data Analyst,Medium (200-1000),MI,MI,Mid,Onsite,55000,67000,61000,2025-10-10,False,False,True,True
JOB_00794,Financial Data Analyst,Medium (200-1000),CA,CA,Senior,Onsite,109000,133000,121000,2025-10-03,False,False,True,True
JOB_00795,Junior Data Analyst,Large (1000-5000),CA,CA,Mid,Onsite,74000,90000,82000,2025-07-31,True,False,False,False
JOB_00796,Marketing Data Analyst,Large (1000-5000),NY,NY,Entry,Hybrid,76000,94000,85000,2025-07-31,True,True,False,False
JOB_00797,Marketing Data Analyst,Startup (<50),WI,WI,Mid,Hybrid,42000,52000,47000,2025-07-14,True,True,False,False
JOB_00798,Marketing Data Analyst,Startup (<50),GA,GA,Mid,Remote,79000,97000,88000,2025-09-05,True,True,True,True
JOB_00799,Business Analyst,Enterprise (5000+),TX,TX,Entry,Remote,67000,81000,74000,2025-08-22,False,False,True,False
JOB_00800,Data Analyst,Large (1000-5000),OR,OR,Senior,Hybrid,60000,74000,67000,2025-09-01,True,False,True,False
JOB_00801,Data Analyst I,Medium (200-1000),TX,TX,Mid,Hybrid,58000,72000,65000,2025-07-25,True,False,True,True
JOB_00802,Financial Data Analyst,Medium (200-1000),CA,CA,Mid,Remote,105000,129000,117000,2025-07-16,False,True,True,False
JOB_00803,Junior Data Analyst,Large (1000-5000),VA,VA,Mid,Onsite,90000,110000,100000,2025-10-01,False,False,True,False
JOB_00804,Marketing Data Analyst,Small (50-200),GA,GA,Entry,Remote,52000,64000,58000,2025-09-29,False,False,False,False
JOB_00805,Data Analyst II,Small (50-200),IL,IL,Mid,Onsite,71000,87000,79000,2025-08-18,False,False,True,False
JOB_00806,Business Intelligence Analyst,Startup (<50),PA,PA,Mid,Remote,60000,74000,67000,2025-08-22,True,False,True,False
JOB_00807,Operations Analyst,Small (50-200),CA,CA,Mid,Hybrid,102000,124000,113000,2025-10-02,True,False,False,False
JOB_00808,Marketing Data Analyst,Small (50-200),CA,CA,Mid,Onsite,92000,112000,102000,2025-09-03,True,True,False,True
JOB_00809,Junior Data Analyst,Large (1000-5000),TX,TX,Mid,Onsite,86000,105000,95000,2025-09-14,True,True,False,False
JOB_00810,Junior Data Analyst,Small (50-200),FL,FL,Mid,Hybrid,71000,87000,79000,2025-09-21,True,True,True,True
JOB_00811,Business Analyst,Enterprise (5000+),OH,OH,Mid,Hybrid,54000,66000,60000,2025-08-08,False,True,False,False
JOB_00812,Business Analyst,Medium (200-1000),VA,VA,Mid,Onsite,85000,103000,94000,2025-08-06,True,True,False,False
JOB_00813,Operations Analyst,Startup (<50),IL,IL,Senior,Remote,109000,133000,121000,2025-09-18,True,True,True,False
JOB_00814,Junior Data Analyst,Medium (200-1000),FL,FL,Entry,Remote,51000,63000,57000,2025-08-29,True,False,True,False
JOB_00815,Data Analyst I,Medium (200-1000),NY,NY,Mid,Onsite,68000,84000,76000,2025-09-12,True,True,False,True
JOB_00816,Business Analyst,Small (50-200),CA,CA,Senior,Hybrid,88000,108000,98000,2025-09-24,False,True,False,True
JOB_00817,Senior Data Analyst,Startup (<50),NC,NC,Mid,Onsite,69000,85000,77000,2025-09-17,True,True,True,True
JOB_00818,Data Analyst I,Medium (200-1000),CA,CA,Mid,Onsite,87000,107000,97000,2025-07-27,True,True,True,True
JOB_00819,Data Analyst I,Small (50-200),FL,FL,Mid,Remote,72000,88000,80000,2025-07-21,True,True,False,True
JOB_00820,Business Analyst,Medium (200-1000),NY,NY,Entry,Hybrid,57000,69000,63000,2025-09-20,True,False,True,True
JOB_00821,Financial Data Analyst,Large (1000-5000),OR,OR,Mid,Remote,65000,79000,72000,2025-08-14,False,True,False,True
JOB_00822,Business Intelligence Analyst,Small (50-200),PA,PA,Senior,Hybrid,94000,114000,104000,2025-07-30,True,True,True,True
JOB_00823,Financial Data Analyst,Medium (200-1000),CA,CA,Entry,Hybrid,70000,86000,78000,2025-07-17,False,True,False,True
JOB_00824,Business Intelligence Analyst,Medium (200-1000),CT,CT,Entry,Hybrid,73000,89000,81000,2025-07-22,False,False,True,False
JOB_00825,Business Intelligence Analyst,Enterprise (5000+),CT,CT,Mid,Remote,87000,107000,97000,2025-09-01,False,False,True,True
JOB_00826,Junior Data Analyst,Medium (200-1000),PA,PA,Senior,Onsite,57000,69000,63000,2025-09-23,True,True,False,True
JOB_00827,Financial Data Analyst,Enterprise (5000+),MN,MN,Senior,Remote,87000,107000,97000,2025-10-04,False,False,True,False
JOB_00828,Financial Data Analyst,Startup (<50),IL,IL,Mid,Hybrid,69000,85000,77000,2025-08-17,True,False,True,True
JOB_00829,Senior Data Analyst,Small (50-200),PA,PA,Senior,Hybrid,85000,103000,94000,2025-09-07,False,True,False,True
JOB_00830,Business Intelligence Analyst,Small (50-200),CT,CT,Senior,Hybrid,106000,130000,118000,2025-10-05,False,True,True,True
JOB_00831,Junior Data Analyst,Medium (200-1000),MN,MN,Mid,Onsite,73000,89000,81000,2025-08-09,False,True,True,False
JOB_00832,Business Analyst,Medium (200-1000),IL,IL,Senior,Hybrid,119000,145000,132000,2025-09-03,False,True,True,True
JOB_00833,Financial Data Analyst,Small (50-200),NY,NY,Mid,Hybrid,86000,106000,96000,2025-08-16,True,False,False,False
JOB_00834,Data Analyst,Medium (200-1000),CO,CO,Mid,Remote,70000,86000,78000,2025-10-05,True,True,False,True
JOB_00835,Junior Data Analyst,Small (50-200),CA,CA,Mid,Remote,84000,102000,93000,2025-09-06,True,True,False,True
JOB_00836,Business Analyst,Medium (200-1000),CA,CA,Mid,Hybrid,71000,87000,79000,2025-07-22,False,True,False,True
